Paranthropus_aethiopicus	6	2.3852	-14.655
Paranthropus_aethiopicus	7	2.39645	-14.7798
Paranthropus_aethiopicus	8	2.55451	-15.6825
Paranthropus_aethiopicus	9	3.00274	-16.2186
Paranthropus_aethiopicus	10	5.10103	-16.5269
Australopithecus_garhi	1	1.0667	-11.44
Australopithecus_garhi	2	0.985547	-11.2522
Australopithecus_garhi	3	-0.017508	-12.3475
Australopithecus_garhi	4	-0.72647	-12.4807
Australopithecus_garhi	5	-1.20653	-12.7437
Australopithecus_garhi	6	-1.35454	-12.5376
Australopithecus_garhi	7	-1.45809	-12.8999
Australopithecus_garhi	8	-1.26035	-13.1038
Australopithecus_garhi	9	-0.81153	-12.8528
Australopithecus_garhi	10	0.608096	-12.6007
Australopithecus_anamensis	1	5.43619	-11.1118
Australopithecus_anamensis	2	5.18482	-10.8146
Australopithecus_anamensis	3	4.42423	-11.1217
Australopithecus_anamensis	4	3.19528	-11.618
Australopithecus_anamensis	5	2.95613	-12.0942
Australopithecus_anamensis	6	2.75346	-12.0753
Australopithecus_anamensis	7	2.76297	-12.3875
Australopithecus_anamensis	8	3.38056	-12.4657
Australopithecus_anamensis	9	3.75737	-12.0878
Australopithecus_anamensis	10	4.99932	-11.5732
Sahelanthropus_tchadensis	1	9.26287	-2.61254
Sahelanthropus_tchadensis	2	8.80751	-2.17418
Sahelanthropus_tchadensis	3	8.05059	-2.29819
Sahelanthropus_tchadensis	4	4.14508	-2.27508
Sahelanthropus_tchadensis	5	3.96574	-2.84553
Sahelanthropus_tchadensis	6	3.67801	-3.17851
Sahelanthropus_tchadensis	7	3.71347	-3.47322
Sahelanthropus_tchadensis	8	4.5587	-3.05029
Sahelanthropus_tchadensis	9	5.22228	-2.56519
Sahelanthropus_tchadensis	10	8.22939	-2.88359
Pan_troglodytes	1	0.609379	-5.86651
Pan_troglodytes	2	0.291605	-5.5514
Pan_troglodytes	3	-0.594721	-6.24816
Pan_troglodytes	4	-1.83728	-7.42507
Pan_troglodytes	5	-2.42316	-8.06185
Pan_troglodytes	6	-2.85001	-8.3292
Pan_troglodytes	7	-2.77867	-8.64326
Pan_troglodytes	8	-1.90878	-8.53954
Pan_troglodytes	9	-1.11419	-7.57646
Pan_troglodytes	10	0.026748	-6.9428
Gorilla_gorilla	1	-1.93055	-5.73082
Gorilla_gorilla	2	-2.26765	-5.46282
Gorilla_gorilla	3	-2.9702	-6.11835
Gorilla_gorilla	4	-3.72716	-7.99945
Gorilla_gorilla	5	-4.40968	-8.54811
Gorilla_gorilla	6	-4.85445	-8.68155
Gorilla_gorilla	7	-4.87173	-9.19492
Gorilla_gorilla	8	-3.77477	-9.22766
Gorilla_gorilla	9	-3.02637	-8.29197
Gorilla_gorilla	10	-2.30661	-6.84615
Pongo_pygmaeus	1	-0.861327	1.47591
Pongo_pygmaeus	2	-1.45215	2.04383
Pongo_pygmaeus	3	-1.94127	1.90525
Pongo_pygmaeus	4	-3.30464	0.824322
Pongo_pygmaeus	5	-3.76881	0.11523
Pongo_pygmaeus	6	-3.94459	-0.0335643
Pongo_pygmaeus	7	-3.63352	-0.903164
Pongo_pygmaeus	8	-2.88789	-0.954984
Pongo_pygmaeus	9	-2.59617	-0.0195125
Pongo_pygmaeus	10	-1.14892	1.3229
Papio	1	4.69619	-0.723641
Papio	2	4.42008	-0.196047
Papio	3	3.91919	0.0872484
Papio	4	3.00182	0.238108
Papio	5	1.98535	0.411284
Papio	6	1.4917	-0.0638218
Papio	7	1.65805	-0.604764
Papio	8	2.66745	-0.890587
Papio	9	3.50972	-1.01096
Papio	10	4.36994	-1.03487
Hylobates	1	7.76614	-0.382688
Hylobates	2	7.59525	-0.115004
Hylobates	3	7.27725	-0.0228698
Hylobates	4	6.74805	-0.131787
Hylobates	5	5.98766	-0.180775
Hylobates	6	5.33063	-0.297108
Hylobates	7	5.56182	-0.683655
Hylobates	8	5.92147	-0.907517
Hylobates	9	6.8314	-0.9316
Hylobates	10	7.50893	-0.662848
Colobus_guereza	1	1.37855	-1.85953
Colobus_guereza	2	1.28709	-1.44998
Colobus_guereza	3	0.639357	-1.08693
Colobus_guereza	4	-0.205198	-1.15203
Colobus_guereza	5	-0.761338	-1.38164
Colobus_guereza	6	-0.941203	-1.73275
Colobus_guereza	7	-0.788359	-2.17474
Colobus_guereza	8	-0.209439	-2.50338
Colobus_guereza	9	0.384611	-2.45689
Colobus_guereza	10	1.05199	-2.22102
